-13.7346	-37.184
-29.7231	-35.3726
-44.5614	-42.2564
-35.0976	-37.8372
-38.3443	-35.1834
-39.1917	-26.4987
-22.4784	-26.8918
-19.0468	-33.9054
-24.5524	-26.4634
-15.3743	-13.4045
-14.2797	-19.1778
-4.85298	-26.7897
-0.782984	-26.6843
-0.387503	-26.6538
0.0195631	-36.1991
-1.75822	-33.5973
1.13655	-30.7331
2.71721	-19.828
-8.80271	-30.1306
-7.51524	-14.8384
-28.9348	-9.7373
-32.8791	-2.75171
-29.3879	1.86835
-38.4269	-2.39732
-49.4116	-12.9908
-42.488	-18.4373
-46.6465	-19.7524
-49.9235	-33.9856
-34.0317	-22.834
-24.8463	-13.0155
-14.0073	-27.4142
9.48394	-47.97
5.29587	-60.4735
-9.57177	-60.4291
-17.1048	-55.2986
-18.0864	-55.8461
-11.6872	-55.8127
3.22831	-67.3972
15.7182	-47.4799
12.6247	-45.9003
15.361	-42.5766
24.3534	-43.0589
16.3365	-46.2581
13.8568	-35.2341
10.1922	-25.7191
0.873704	-20.961
6.57455	-22.6861
14.4161	-19.9114
9.37661	-10.2298
3.06308	-26.387
7.15763	-24.1885
-3.78581	-28.4879
5.63244	-8.85795
3.76487	-19.2325
-13.1591	-41.0772
-44.0877	-36.4225
-50.3183	-31.6618
-36.8178	-30.2824
-27.4679	-24.9839
-31.2799	-25.7786
-24.3643	-17.3773
-35.3013	-16.0955
-35.1721	-16.6324
-43.7188	-19.2084
-43.6593	-11.5926
-48.5895	-16.6559
-48.1344	-19.8192
-31.4587	-14.7382
-36.0052	-15.6118
-28.978	-23.4771
-31.5676	-16.7303
-22.9985	-21.3215
-13.4323	-23.6965
-7.44303	-17.9241
-6.23265	-21.0727
-2.38424	-16.6604
-3.83631	-23.044
-14.8003	-23.8271
3.9857	-15.8581
-1.25293	-30.5699
1.37375	-43.0156
7.00478	-41.4488
-1.13151	-49.8033
-0.0128898	-57.6767
-6.9858	-65.4327
-7.63716	-66.7193
-9.12078	-71.1585
-11.9867	-59.8064
-4.42624	-63.2764
-8.97125	-61.7771
-5.64727	-49.2331
-10.6366	-42.4941
-15.0218	-29.8217
-19.3419	-31.4729
-21.7573	-39.7341
-16.7981	-36.6962
-8.2686	-38.5894
7.96452	-55.3294
12.1082	-52.8794
1.9742	-47.3982
-0.414724	-50.7015
-0.604021	-38.5115
-9.52714	-45.0635
-6.92873	-45.6798
-2.4392	-42.6701
1.76908	-48.7026
3.48919	-49.4363
10.2903	-49.1324
17.5118	-54.9993
27.1576	-52.3444
21.0239	-54.9343
23.0513	-61.8227
18.6856	-51.3232
23.1841	-41.4009
25.124	-53.0646
28.4356	-49.125
6.69265	-53.4277
17.5177	-33.3871
-0.991582	-33.2291
-4.75721	-27.146
-16.5987	-23.8222
-18.1759	-22.0573
-19.8669	-12.2836
-17.125	-21.7823
-8.29536	-19.5347
-1.82334	-28.9255
11.3509	-28.7949
12.2403	-35.5832
13.7891	-19.7897
3.52939	-38.7299
4.79109	-34.3591
1.1017	-28.3051
2.36119	-18.0587
-7.09447	-20.139
-0.531367	-14.1996
5.02754	-6.59462
8.93806	-10.0576
0.00711052	-21.0379
-17.9042	-34.4617
-12.4507	-31.6299
-2.42022	-24.1027
-9.15494	-19.6167
-0.581142	-8.60921
-2.11384	-31.1092
-18.4072	-48.941
-15.0473	-45.7805
-17.0241	-57.9083
-18.6485	-68.0019
-10.9617	-67.7229
-11.9609	-75.087
-9.8461	-61.6892
-9.68804	-39.2731
-16.6116	-33.9415
-27.4808	-35.0506
-29.2729	-27.97
-24.3352	-28.2178
-21.7839	-32.676
-17.3841	-35.6396
-9.70788	-46.5729
2.59523	-48.7132
19.6449	-25.1662
12.5533	-45.8828
-11.2604	-51.3245
-31.2157	-47.1306
-40.6437	-28.8788
-44.0375	-27.9483
-45.1566	-34.044
-36.8909	-21.4381
-22.8465	-25.8038
2.9653	-19.3239
7.30945	-24.6396
-5.61435	-29.4546
-6.67991	-21.1133
-2.59133	-17.1604
-2.56081	-20.2878
-18.3171	-19.0509
-46.0132	-36.6052
-63.2361	-45.7292
-55.9891	-27.2082
-57.4281	-15.7446
-54.1319	-13.7616
-50.9047	-1.40484
-53.5811	1.33512
-58.624	-7.04159
-48.0256	-6.06664
-40.3862	-14.0354
-40.1261	-32.1923
-40.7386	-35.6595
-39.866	-31.6386
-37.6684	-35.5855
-34.4921	-33.5794
-39.6043	-29.9742
-38.027	-20.7945
-25.7253	-15.1902
-28.7574	-22.331
-17.6058	-15.024
-10.8203	-5.88597
-10.2034	3.3476
-9.79514	-9.95659
-11.4983	-11.5635
-21.526	-0.191764
-18.2665	-3.96188
-28.1264	-11.8896
-14.7494	-2.02269
-18.4281	-12.5885
7.09121	-20.5463
1.81625	-26.8942
-4.50981	-19.6547
-1.95786	-12.9168
-1.58765	-19.1292
2.6152	-10.8989
13.8854	-1.42143
-32.877	-38.4758
-23.4268	-29.5047
-37.3873	-45.0552
-40.3398	-45.165
-33.1891	-36.1308
-29.0385	-32.1546
-32.946	-34.0738
-32.7519	-22.4481
-26.4408	-28.0287
-18.7645	-27.561
-19.6128	-29.4832
-9.75667	-15.4235
-8.21788	-24.3207
-7.95971	-38.2843
-2.30582	-37.8756
-4.58344	-36.1351
-2.02755	-36.9225
-0.912653	-38.771
0.266164	-37.89
6.97402	-23.1548
10.7911	-17.8744
2.53331	-20.5862
3.94885	-26.723
15.6983	-20.7724
12.1265	-12.5674
7.4818	-10.4985
13.8095	-7.44778
-1.76277	-29.3888
11.1186	-21.4167
17.8021	-18.9812
2.94562	-44.3653
0.233392	-52.0231
2.83703	-58.8009
2.74459	-58.1589
-12.0973	-71.4402
-2.57151	-60.2246
-3.79265	-62.0867
-8.34185	-72.4052
0.289672	-55.1731
4.51547	-51.4576
-1.25029	-48.1484
-3.5284	-44.6405
0.773113	-45.4543
2.57078	-19.0688
-5.97204	-19.9655
8.63735	-20.104
10.6947	-29.1915
1.00533	-32.6264
1.96616	-52.4517
-2.32233	-60.7046
7.50655	-38.6649
-11.6252	-43.8865
-32.5323	-58.6188
-34.1672	-46.0089
-28.784	-45.6796
-19.0951	-42.2827
-6.19765	-31.5627
3.02024	-30.7377
0.87079	-32.3039
-6.02555	-32.7379
-18.7075	-11.3385
-7.09953	-8.75672
-13.2442	-32.1296
2.21982	-34.892
5.002	-28.9596
8.26149	-28.0251
6.86686	-35.5935
-1.0699	-37.1504
-4.34382	-25.2592
-5.6778	-37.7955
0.72766	-51.1483
2.86661	-55.6277
-4.14968	-67.3587
8.68404	-54.5154
4.59075	-57.7069
1.87228	-46.2618
1.51002	-34.3366
2.93472	-39.0063
7.27944	-30.2694
7.46866	-27.6058
1.08169	-19.3959
-1.85066	-22.5419
3.31447	-39.3158
5.95844	-35.6793
10.693	-34.1301
13.9984	-29.3405
8.22219	-29.8638
2.77492	-21.3609
-14.1248	-5.90743
-19.8646	-15.1291
-8.77568	-15.779
-0.676901	-13.7419
-4.54662	-26.2281
-5.42704	-33.1092
0.918863	-40.1012
-12.1594	-53.1032
3.42769	-28.6607
